Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Sapotaceae,Sapotaceae,Micropholis venulosa,(Mart. & Eichler) Pierre,Micropholis venulosa,MICRVE,MICRVE,T,TC,5,2001,2004,
Sapotaceae,Sapotaceae,Pouteria 'angostaloopy',,Pouteria 'angostaloopy',POUTA5,POUTAP,T,TC,7,2015,2016,
Sapotaceae,Sapotaceae,Pouteria baehniana,Monach.,Pouteria baehniana,POUTBA,POUTBA,M,TM,1,2006,2006,
Sapotaceae,Sapotaceae,Pouteria bilocularis,(H.J.P. Winkl.) Baehni,Pouteria 'falsacraselip',POUTFA,POUTBI,U V,TU,81,2006,2016,
Sapotaceae,Sapotaceae,Pouteria cuspidata,(A. DC.) Baehni,Micropholis 'carlos',MICRCA,POUTRB,T,TC,55,2000,2013,The plot lists of 2014-2018 use Pouteria cuspidata (POUTRB) without subspecies.  P. cuspidata subsp. robusta (Mart. & Eichler) T.D. Penn. and P. cuspidata subsp. dura (Eyma) T.D. Penn. occur region and possibly on the plot. Our records are from one tree near trap 155.  The plot code of POUTRB suggests that this is subspecies robusta. 
Sapotaceae,Sapotaceae,Pouteria durlandii,(Standl.) Baehni,Pouteria 'ancharoja',POUTA3,POUTDU,T,TC,61,2000,2016,The plot lists of 2014-2018 include both subspecies of Pouteria durlandi as POUTDU. Two subspecies were recognized in the plot list of 2009. Our records are mainly from a single tree at trap 98 that was identified as subsp. durlandii.
Sapotaceae,Sapotaceae,Pouteria glomerata,(Miq.) Radlk.,Pouteria 'platafina',POUTP2,POUTGM,M,TM,37,2007,2012,
Sapotaceae,Sapotaceae,Pouteria gracilis,T.D. Penn.,Pouteria 'dullmed',POUTDU,POUTGR,T,TC,37,2000,2010,
Sapotaceae,Sapotaceae,Pouteria hispida,Eyma,Pouteria  'angostacili',POUTA4,POUTAC,T,TC,2,2012,2014,
Sapotaceae,Sapotaceae,Pouteria krukovii,(A.C. Sm.) Baehni,Pouteria krukovii,POUTKR,POUTKR,T,TC,8,2001,2001,
Sapotaceae,Sapotaceae,Pouteria 'peciolote',,Pouteria 'peciolote',POUTP1,POUTPE,S,SL,1,2009,2009,
Sapotaceae,Sapotaceae,Pouteria platyphylla,(A.C. Sm.) Baehni,Pouteria platyphylla,POUTP3,POUTPL,M,TM,12,2010,2016,
Sapotaceae,Sapotaceae,Pouteria procera,(Mart.) K. Hammer,Pouteria procera,POUTP4,POUTPR,T,TC,12,2000,2011,
Sapotaceae,Sapotaceae,Pouteria 'redondita',,Pouteria 'redondita',POUTRE,POUTRD,T,TC,198,2000,2016,
Sapotaceae,Sapotaceae,Pouteria rostrata,(Huber) Baehni,Pouteria rostrata,POUTRO,POUTRO,T,TC,291,2000,2016,
Sapotaceae,Sapotaceae,Pouteria 'smedobov',,Pouteria 'smedobov',POUTSM,POUTSM,E,TE,1,2016,2016,
Sapotaceae,Sapotaceae,Pouteria sp. V,,Pouteria sp. V,POUT_V,,,T?,1,2005,2005,
Sapotaceae,Sapotaceae,Pouteria sp. Y,,Pouteria sp. Y,POUT_Y,,,T?,4,2002,2016,
Sapotaceae,Sapotaceae,Pouteria torta subsp. glabra,T.D. Penn.,Pouteria 'tortagrande',POUTT3,POUTTU,U,TU,3,2004,2016,Two subspecies of Pouteria torta (Mart.) Radlk. are included as POUTU in plot lists 2014-2018. The two subspecies are recognized in in the plot list of 2009 and plot book (2014).  As our field team notes that the fruit and leaves are very different we distinguish the subspecies in our study.
Sapotaceae,Sapotaceae,Pouteria torta subsp. tuberculata,(Sleumer) T.D. Penn.,Pouteria 'tuberculata',POUTT6,POUTTU,U,TM,38,2000,2016,Two subspecies of Pouteria torta (Mart.) Radlk. are included as POUTU in plot lists 2014-2018. The two subspecies are recognized in in the plot list of 2009 and plot book (2014).  As our field team notes that the fruit and leaves are very different we distinguish the subspecies in our study.
Sapotaceae,Sapotaceae,Pouteria 'tortachica',,Pouteria 'tortachica',POUTT1,POUTTO,M,TM,5,2007,2016,
Sapotaceae,Sapotaceae,Pouteria 'tortachicorden',,Pouteria 'tortachicorden',POUTT2,POUTTC,T,TC,6,2000,2011,
Sapotaceae,Sapotaceae,Pouteria vernicosa,T.D. Penn.,Pouteria vernicosa,POUTVE,POUTVE,T,TC,226,2002,2017,
Sapotaceae,Sapotaceae,Sapotaceae sp. D,,Sapotaceae sp. D,SPT_D,,,T?,2,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. E,,Sapotaceae sp. E,SPT_E,,,T?,2,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. F,,Sapotaceae sp. F,SPT_F,,,T?,1,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. G,,Sapotaceae sp. G,SPT_G,,,T?,1,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. H,,Sapotaceae sp. H,SPT_H,,,T?,1,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. L,,Sapotaceae sp. L,SPT_L,,,T?,1,2001,2001,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp. N,,Sapotaceae sp. N,SPT_N,,,T?,2,2000,2001,Discontinued.
Sapotaceae,Sapotaceae,Sapotaceae sp.U2190,,(unknown SSP2190),U2190,,,T?,1,2000,2000,Discontinued.
Sapotaceae,Sapotaceae,Sarcaulus brasiliensis,A. DC.) Eyma,Sarcaulus 'smed',SARCSM,SARCBR,T,TC,22,2008,2018,All records are from trap 185. The corresponding card voucher is from tree 450347 near trap 185. This tree is now identified as Elaeoluma glabrescens (Mart. & Eichler) Aubrév. (ELA2GL).  We need to confim whether there is also a SARCSM tree near 195.
Sapotaceae,Sapotaceae,Sarcaulus 'romolerouxii',,Sarcaulus 'romolerouxii',SARCRO,SARCRO,S,SL,6,2001,2008,
Sapotaceae,Sapotaceae,Sarcaulus vestitus,(Baehni) T.D. Penn.,Sarcaulus vestitus,SARCVE,SARCVE,S,SL,9,2003,2009,
Schlegeliaceae,Bignoniaceae,Schlegelia 'spruceana',,Schlegelia spruceana,SCHLSP,,,HL,455,2000,2016,Identified to genus by the fruits. No adult vouchers are yet available for comparison. This was originally identifed as Schlegelia spruceana Bureau & K. Schum.  Because that is a Guyanan shield species it is unlikely to be the correct identification.  Seeds of this species are very tiny. Garwood suspects they were possibly mixed with tiny seeds of Philodendron or other species.
Schoepfiaceae,Olacaceae,Schoepfia  lucida,Pulle,Agonandra 'trespromin',AGONTR,SCHPLU,M,TM,2,2011,2011,
Simaroubaceae,Simaroubaceae,Simaba paraensis,Ducke,Simaba paraensis,SIM1PA,SIMAPA,T,TC,17,2004,2016,
Simaroubaceae,Simaroubaceae,Simaba polyphylla,(Cavalcante) W.W. Thomas,Simaba polyphylla,SIM1PO,SIMAPO,T,TC,68,2000,2016,
Simaroubaceae,Simaroubaceae,Simarouba amara,Aubl.,Simarouba amara,SIM2AM,SIMRAM,E,TE,40,2014,2018,
Siparunaceae,Monimiaceae,Siparuna 'bigll3¡',,Siparuna 'bigll3¡',SIPABI,SIPABI,S,SL,917,2000,2018,
Siparunaceae,Monimiaceae,Siparuna cervicornis,Perkins,Siparuna cervicornis,SIPACE,SIPACE,S,SU,4,2000,2015,
Siparunaceae,Monimiaceae,Siparuna cuspidata,(Tul.) A. DC.,Siparuna cuspidata,SIPACU,SIPACU,M,TM,1273,2000,2018,
Siparunaceae,Monimiaceae,Siparuna decipiens,(Tul.) A. DC.,Siparuna decipiens,SIPADE,SIPADE,M,TM,3718,2000,2018,
Siparunaceae,Monimiaceae,Siparuna sp. E,,Siparuna sp. E,SIPA_E,,,T?,1,2002,2002,Discontinued.
Siparunaceae,Monimiaceae,Siparuna thecaphora ,(Poepp. & Endl.) A. DC. ,Siparuna 't-stelae',SIPAT3,SIPATT,S,SL,23,2002,2013,Three varieties of Siparuna thecaphora were initially distinguished on the plot as separate taxa in early plot lists (2000). All are now treated as one taxon (SIPATT) on the plot. Only variety 't-stelae' was found in traps (not variety 't-estrellita' or 't-hairy').
Smilacaceae,Smilacaceae,Smilax sp. A,,Smilax sp. A,SMIL_A,,,CW,38,2000,2017,Adult voucher awaiting ID.
Solanaceae,Solanaceae,Brunfelsia chiricaspi,Plowman,Brunfelsia chiricaspi,BRUNCH,BRUNCH,S,SL,1,2005,2005,
Solanaceae,Solanaceae,Markea sp. A,,Markea sp. A,MARK_A,,,HL,41,2005,2015,
Solanaceae,Solanaceae,Solanaceae sp. AA,,Solanaceae sp. AA,SOL_AA,,,CH,6,2003,2008,
Solanaceae,Solanaceae,Solanaceae sp. H,,Solanaceae sp. H,SOL_H,,,CW,4,2000,2001,Discontinued.
Solanaceae,Solanaceae,Solanaceae sp. T,,Solanaceae sp. T,SOL_T,,,CW,9,2001,2010,
Solanaceae,Solanaceae,Solanaceae spp. (partes indet. a sp.),,Solanaceae spp. (partes indet. a sp.),SOL_PIN,,,CW,405,2000,2008,This code includes unidentified Solanaceae parts (mostly seeds) that were initially recorded initially by trap number (as SOLxx where xx is the trap number).  The saved samples could not be morphologically distinguished or asigned to existing codes.
Solanaceae,Solanaceae,Solanum altissimum,Benítez,Solanum altissimum,SOLAAL,SOLAAL,T,TC,630,2002,2018,
Solanaceae,Solanaceae,Solanum barbeyanum,Huber,Solanum barbeyanum,SOLABA,,,C?,33,2000,2017,
Solanaceae,Solanaceae,Solanum grandiflorum,Ruiz & Pav.,Solanum grandiflorum,SOLAGD,SOLAGD,M,TM,31,2003,2018,
Solanaceae,Solanaceae,Solanum leptopodum,Van Heurck & Müll. Arg.,Solanum leptopodum,SOLALE,SOLALE,S,SL,109,2003,2010,
Solanaceae,Solanaceae,Solanum leucopogon,Huber,Solanum leucopogon,SOL1LE,,,CW,194,2005,2018,
Solanaceae,Solanaceae,Solanum malletii,S. Knapp,Solanum malletii,SOLAMA,SOLAMA,S,SL,10,2005,2007,
Solanaceae,Solanaceae,Solanum 'milton',,Solanaceae sp. V,SOL_V,,,CW,1,2003,2003,
Solanaceae,Solanaceae,Solanum semilla_#1,,Solanum semilla_#1,SOLA_S1,,,CW,1,2010,2010,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum semilla_#2,,Solanum semilla_#2,SOLA_S2,,,CW,11,2008,2009,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum semilla_#3,,Solanum semilla_#3,SOLA_S3,,,CW,62,2000,2008,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum semilla_#4,,Solanum semilla_#4,SOLA_S4,,,CW,5,2000,2008,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum semilla_#5,,Solanum semilla_#5,SOLA_S5,,,CW,1,2000,2000,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum semilla_#6,,Solanum semilla_#6,SOLA_S6,,,CW,39,2000,2009,Morphologically unique seeds that have not yet been identified to species.
Solanaceae,Solanaceae,Solanum sp. D,,Solanaceae sp. D,SOL_D,,,CW,1,2000,2000,Discontinued.
Solanaceae,Solanaceae,Solanum sp. M,,Solanaceae sp. M,SOL_M,,,CW,410,2000,2017,Adult voucher awaiting ID.  This was previously misidentified as Solanum pensile Sendtn.
Solanaceae,Solanaceae,Solanum sp. O,,Solanaceae sp. O,SOL_O,,,CW,4,2001,2009,
Staphyleaceae,Staphyleaceae,Turpinia occidentalis,(Sw.) G. Don,Turpinia occidentalis,TURPOC,TURPOC,T,TC,638,2000,2016,
Stemonuraceae,Icacinaceae,Discophora guianensis,Miers,Discophora guianensis,DISCGU,DISCGU,M,TM,25,2003,2012,
Styracaceae,Styracaceae,Styrax guyanensis,A. DC. ,Styrax guyanensis,STYRGU,STYRGU,M,TM,23,2000,2008,
Tapisciaceae,Staphyleaceae,Huertea glandulosa,Ruiz & Pav.,Huertea glandulosa,HUERGL,HUERGL,T,TC,263,2000,2018,
Ulmaceae,Ulmaceae,Ampelocera edentula,Kuhlm.,Ampelocera edentula,AMPEED,AMPEED,T,TM,5,2004,2011,
Ulmaceae,Ulmaceae,Ampelocera longissima,Todzia,Ampelocera longissima,AMPELO,AMPELO,M,TM,16,2000,2017,
Urticaceae,Cecropiaceae,Cecropia engleriana,Snethl.,Cecropia 'scabhert',CECRS1,CECREN,T,TC,514,2000,2017,
Urticaceae,Cecropiaceae,Cecropia ficifolia,Warb. ex Snethl.,Cecropia ficifolia,CECRFI,CECRFI,T,TC,717,2000,2018,
Urticaceae,Cecropiaceae,Cecropia herthae,Diels,Cecropia herthae,CECRHE,CECRHE,T,TC,2226,2000,2018,
Urticaceae,Cecropiaceae,Cecropia marginalis,Cuatrec.,Cecropia marginalis,CECRMA,CECRMA,M,TM,10,2005,2016,
Urticaceae,Cecropiaceae,Cecropia membranacea,Trécul,Cecropia 'membra',CECRME,CECRME,M,TM,82,2000,2015,
Urticaceae,Cecropiaceae,Cecropia sciadophylla,Mart.  ,Cecropia sciadophylla,CECRS2,CECRSC,T,TC,10202,2000,2018,
Urticaceae,Cecropiaceae,Coussapoa asperifolia,Trécul,Coussapoa asperifolia,COU4AS,COSSAS,H,HW,10,2016,2017,
Urticaceae,Cecropiaceae,Coussapoa orthoneura,Standl.,Coussapoa orthoneura,COU4OR,COSSOR,E,HW,828,2000,2018,
Urticaceae,Cecropiaceae,Coussapoa sp. B,,Coussapoa sp. B,COU4_B,,,HW,2,2001,2016,
Urticaceae,Cecropiaceae,Coussapoa sp. G,,Coussapoa sp. G,COU4_G,,,HW,1,2002,2002,
Urticaceae,Cecropiaceae,Coussapoa 'villosa',,Coussapoa 'billosa',COU4BI,,,HW,332,2000,2018,Some specimens in the Yasuni field herbarum are annotated as Coussapoa villosa Poepp. & Endl. This is an accepted species name. Garwood is not certain that this name applies to the samples in our traps.
Urticaceae,Cecropiaceae,Pourouma bicolor,Mart.  ,Pourouma bicolor,POURBI,POURBI,T,TC,2150,2000,2018,
Urticaceae,Cecropiaceae,Pourouma 'deeplob',,Pourouma 'deeplob',POURDE,POURDE,T,TC,561,2000,2018,
Urticaceae,Cecropiaceae,Pourouma guianensis,Aubl.,Pourouma 'wintergreen',POURWI,POURGU,T,TC,6,2013,2015,
Urticaceae,Cecropiaceae,Pourouma minor,Benoist,Pourouma minor,POURMI,POURMI,T,TC,435,2000,2018,
Urticaceae,Cecropiaceae,Pourouma tomentosa subsp. persecta,Standl. ex C.C. Berg & Heusden,Pourouma 'persecta',POURPE,POURTO,T,TC,111,2000,2017,Two subspecies of Pourouma tomentosa Mart. ex Miq. are combined into a single code (POURTO) in the plot lists of 2018 & 2014.  They were considered separate taxa in the plot lists of 2001-2010.  We use the two subspecies as they are recognized taxa.
Urticaceae,Cecropiaceae,Pourouma tomentosa subsp. tomentosa, Mart. ex Miq.,Pourouma tomentosa,POURTO,POURTO,T,TC,787,2000,2018,Two subspecies of Pourouma tomentosa Mart. ex Miq. are combined into a single code (POURTO) in the plot lists of 2018 & 2014.  They were considered separate taxa in the plot lists of 2001-2010.  We use the two subspecies as they are recognized taxa.
Verbenaceae,Verbenaceae,Petrea maynensis,Huber,Petrea maynensis,PETRMA,,,CW,186,2000,2017,
Verbenaceae?,Verbenaceae,Verbenaceae sp. E,,Verbenaceae sp. E,VER_E,,,CW,1,2003,2003,Discontinued.
Verbenaceae?,Verbenaceae,Verbenaceae sp. PA,,Verbenaceae sp. PA,VER_PA,,,,5,2012,2015,Isolated seeds. Probably an error and equal VRB_PA.  Garwood has no records of this code in collection database.
Verbenaceae?,Verbenaceae,Verbenaceae sp. PA (plantula),,Verbenaceae sp. PA (plantula),VRB_PA,,,CW,3,2000,2016,Isolated seeds matched to seeds on a seedling provisionally identified as Verbenaceae.  Possibly equal VER_C.
Violaceae,Violaceae,Gloeospermum equatoriense,Hekking,Gloeospermum equatoriense,GLOEEQ,GLOEEQ,U,TU,49,2000,2017,
Violaceae,Violaceae,Gloeospermum longifolium,Hekking,Gloeospermum longifolium,GLOELO,GLOELO,U,TU,15,2009,2017,
Violaceae,Violaceae,Leonia crassa,L.B. Sm. & Á. Fernández,Leonia crassa,LEONCR,LEONCR,M,TM,16,2001,2015,
Violaceae,Violaceae,Leonia glycycarpa var. glycycarpa,Ruiz & Pav.,Leonia glycycarpa,LEONGL,LEONGL,M,TM,144,2000,2018,Two varieties of Leonia glycycarpa Ruiz & Pav. (var. glycycarpa Ruiz & Pav. and var. racemosa (Mart.) L.B. Sm. & Á. Fernández) are treated as one taxon in the plot lists of 2014-2018.  The two varitieis were distinguished in the plot lists of 2009-2010. Both varieties are known in region.  The traps contain only var. glycyarpa.
Violaceae,Violaceae,Leonia occidentalis,Cuatrec. ex L.B. Sm. & Á. Fernández,Leonia occidentalis,LEONOC,LEONOC,U,TU,3,2002,2005,
Violaceae,Violaceae,Rinorea apiculata,Hekking,Rinorea apiculata,RINOAP,RINOAP,M,TM,351,2000,2017,
Violaceae,Violaceae,Rinorea lindeniana,(Tul.) Kuntze,Rinorea lindeniana,RINOLI,RINOLI,U,TU,1538,2000,2018,
Violaceae,Violaceae,Rinorea viridifolia,Rusby,Rinorea viridifolia,RINOVI,RINOVI,U,TU,1543,2000,2018,
Vitaceae,Vitaceae,Cissus 'biformifolia',,Cissus 'viformifolia',CIS2VI,,,CW,42,2007,2017,Identified by someone unknown as Cissus biformifolia Standl. and recorded as the Spanish variant 'viformifolia' by the field team.  Quotes are used here because that species is primarily Central American and not known from or rare in Ecuador.
Vitaceae,Vitaceae,Cissus cf. desconingsii ,Lombardi,Cissus sp. J,CIS2_J,,,CW,306,2004,2018,Adult voucher awaiting ID confirmation.
Vitaceae,Vitaceae,Cissus sp. A,,Cissus sp. A,CIS2_A,,,CW,1153,2000,2018,
Vitaceae,Vitaceae,Cissus ulmifolia,(Baker) Planch.,Cissus microcarpa,CIS2MI,,,CW,35,2001,2016,
Vochysiaceae,Vochysiaceae,Erisma uncinatum,Warm.,Erisma uncinatum,ERISUN,ERISUN,T,TC,6,2004,2016,
Vochysiaceae,Vochysiaceae,Qualea paraensis,Ducke,Qualea paraensis,QUALPA,QUALPA,T,TC,674,2000,2016,QUALPA in trap 118 might be VOCHBR.
Vochysiaceae,Vochysiaceae,Vochysia braceliniae,Standl.,Vochysia braceliniae,VOCHBR,VOCHBR,T,TC,112,2007,2012,
,,,,,,,,,,,,
,,(no identificado SSP0510),,(unknown SSP0510),U510,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0512),,(unknown SSP0512),U512,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP0513),,(unknown SSP0513),U513,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0517),,(unknown SSP0517),U517,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0523),,(unknown SSP0523),U523,,,-,14,2000,2001,Discontinued.
,,(no identificado SSP0524),,(unknown SSP0524),U524,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0526),,(unknown SSP0526),U526,,,-,2,2000,2001,Discontinued.
,,(no identificado SSP0529),,(unknown SSP0529),U529,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0541),,(unknown SSP0541),U541,,,-,3,2000,2000,Discontinued.
,,(no identificado SSP0561),,(unknown SSP0561),U561,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0572),,(unknown SSP0572),U572,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0573),,(unknown SSP0573),U573,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0596),,(unknown SSP0596),U596,,,-,5,2000,2000,Discontinued.
,,(no identificado SSP0598),,(unknown SSP0598),U598,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0613),,(unknown SSP0613),U613,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0615),,(unknown SSP0615),U615,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP0626),,(unknown SSP0626),U626,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0629),,(unknown SSP0629),U629,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0633),,(unknown SSP0633),U633,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0644),,(unknown SSP0644),U644,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0647),,(unknown SSP0647),U647,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0653),,(unknown SSP0653),U653,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP0660),,(unknown SSP0660),U660,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0661),,(unknown SSP0661),U661,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0666),,(unknown SSP0666),U666,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0669),,(unknown SSP0669),U669,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0673),,(unknown SSP0673),U673,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0680),,(unknown SSP0680),U680,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0682),,(unknown SSP0682),U682,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0685),,(unknown SSP0685),U685,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0686),,(unknown SSP0686),U686,,,-,5,2000,2000,Discontinued.
,,(no identificado SSP0692),,(unknown SSP0692),U692,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0697),,(unknown SSP0697),U697,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0704),,(unknown SSP0704),U704,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0707),,(unknown SSP0707),U707,,,-,2,2000,2000,Disconintued. Possibly equal PROTNO. Male flowers only.
,,(no identificado SSP0711),,(unknown SSP0711),U711,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0728),,(unknown SSP0728),U728,,,-,3,2000,2000,Discontinued.
,,(no identificado SSP0738),,(unknown SSP0738),U738,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0741),,(unknown SSP0741),U741,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0750),,(unknown SSP0750),U750,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0767),,(unknown SSP0767),U767,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0783),,(unknown SSP0783),U783,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0789),,(unknown SSP0789),U789,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0795),,(unknown SSP0795),U795,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0798),,(unknown SSP0798),U798,,,-,3,2000,2000,Discontinued.
,,(no identificado SSP0799),,(unknown SSP0799),U799,,,-,6,2000,2001,Discontinued.  Possibly equal PROTNO.
,,(no identificado SSP0900),,(unknown SSP0900),U900,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0906),,(unknown SP0906),U906,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0915),,(unknown SSP0915),U915,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0918),,(unknown SSP0918),U918,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0921),,(unknown SSP0921),U921,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0934),,(unknown SSP0934),U934,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0942),,(unknown SSP0942),U942,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0967),,(unknown SSP0967),U967,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0968),,(unknown SSP0968),U968,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0971),,(unknown SSP0971),U971,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0973),,(unknown SSP0973),U973,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0976),,(unknown SSP0976),U976,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP0977),,(unknown SSP0977),U977,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1028),,(unknown SSP1028),U1028,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1033),,(unknown SSP1033),U1033,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1058),,(unknown SSP1058),U1058,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1081),,(unknown SSP1081),U1081,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1084),,(unknown SSP1084),U1084,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1098),,(unknown SSP1098),U1098,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1101),,(unknown SSP1101),U1101,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1109),,(unknown SSP1109),U1109,,,,1,2000,2000,Discontinued.
,,(no identificado SSP1115),,(unknown SSP1115),U1115,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1133),,(unknown SSP1133),U1133,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1142),,(unknown SSP1142),U1142,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1148),,(unknown SSP1148),U1148,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1161),,(unknown SSP1161),U1161,,,-,7,2000,2001,Discontinued.
,,(no identificado SSP1176),,(unknown SSP1176),U1176,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1192),,(unknown  SSP1192),U1192,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1202 o 1278),,(unknown SSP1202 or 1278),U1202,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1206),,(unknown SSP1206),U1206,,,-,3,2000,2000,Discontinued.
,,(no identificado SSP1208),,(unknown SSP1208),U1208,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1217),,(unknown SSP1217),U1217,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1218),,(unknown SSP1218),U1218,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1228),,(unknown SSP1228),U1228,,,-,4,2000,2001,Discontinued.
,,(no identificado SSP1235),,(unknown SSP1235),U1235,,,-,5,2000,2000,Discontinued.
,,(no identificado SSP1236),,(unknown SSP1236),U1236,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1237),,(unknown SSP1237),U1237,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1238),,(unknown SSP1238),U1238,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1247),,(unknown SSP1247),U1247,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1260),,(unknown SSP1260),U1260,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1264),,(unknown SSP1264),U1264,,,-,5,2000,2000,Discontinued.
,,(no identificado SSP1280),,(unknown SSP1280),U1280,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1287),,(unknown SSP1287),U1287,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1310),,(unknown SSP1310),U1310,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1311),,(unknown SSP1311),U1311,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1312),,(unknown SSP1312),U1312,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1319),,(unknown SSP1319),U1319,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1326),,(unknown SSP1326),U1326,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1329),,(unknown SSP1329),U1329,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1331),,(unknown SSP1331),U1331,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1333),,(unknown SSP1333),U1333,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1334),,(unknown SSP1334),U1334,,,-,2,2000,2000,Discontinued.
,,(no identificado SSP1336),,(unknown SSP1336),U1336,,,-,1,2000,2000,Discontinued.
,,(no identificado SSP1337),,(unknown SSP1337),U1337,,,-,1,2000,2000,Discontinued.
